dev-util/gperf: 10 files, 9 non-files, 275.0K 
net-dns/c-ares: 76 files, 10 non-files, 273.3K 
sys-fs/ddrescue: 9 files, 8 non-files, 273.3K 
x11-libs/libXfont2: 8 files, 9 non-files, 272.2K 
sec-keys/openpgp-keys-yubico: 1 files, 3 non-files, 272.1K 
dev-perl/Cairo: 12 files, 13 non-files, 270.6K 
dev-perl/Text-CSV: 5 files, 13 non-files, 269.2K 
media-libs/libass: 7 files, 8 non-files, 269.2K 
dev-libs/fribidi: 34 files, 9 non-files, 268.8K 
app-arch/gnome-autoar: 27 files, 13 non-files, 261.5K 
dev-libs/libtasn1: 58 files, 12 non-files, 259.8K 
dev-libs/libevdev: 13 files, 11 non-files, 258.2K 
net-libs/libnftnl: 17 files, 6 non-files, 256.3K 
dev-python/pydot: 16 files, 9 non-files, 255.9K 
media-libs/libmpeg2: 20 files, 11 non-files, 254.1K 
dev-util/desktop-file-utils: 14 files, 9 non-files, 252.5K 
dev-libs/libIDL: 15 files, 11 non-files, 250.3K 
media-libs/lilv: 17 files, 15 non-files, 250.3K 
dev-perl/IPC-Run: 10 files, 14 non-files, 249.5K 
dev-python/tinycss2: 36 files, 10 non-files, 248.8K 
media-libs/alsa-ucm-conf: 335 files, 139 non-files, 248.2K 
media-libs/clutter-gtk: 40 files, 14 non-files, 248.0K 
dev-python/mistune: 81 files, 14 non-files, 246.0K 
dev-python/fastjsonschema: 47 files, 10 non-files, 245.6K 
dev-python/argcomplete: 41 files, 14 non-files, 243.9K 
sys-libs/libseccomp: 43 files, 11 non-files, 243.5K 
dev-python/typing-extensions: 8 files, 9 non-files, 243.0K 
sys-process/numactl: 20 files, 11 non-files, 242.5K 
sec-policy/selinux-wireshark: 2 files, 5 non-files, 242.4K 
net-firewall/ebtables: 14 files, 12 non-files, 241.5K 
media-libs/soxr: 14 files, 7 non-files, 240.6K 
media-libs/libsbsms: 10 files, 7 non-files, 239.9K 
sys-apps/sandbox: 10 files, 10 non-files, 239.6K 
x11-apps/xkbcomp: 5 files, 9 non-files, 239.1K 
sys-libs/libunwind: 30 files, 5 non-files, 237.3K 
media-fonts/font-util: 25 files, 12 non-files, 236.1K 
app-portage/elt-patches: 146 files, 48 non-files, 235.7K 
dev-libs/libconfig: 18 files, 11 non-files, 235.5K 
x11-libs/xcb-util-wm: 13 files, 8 non-files, 235.1K 
dev-python/colorama: 58 files, 13 non-files, 234.8K 
dev-python/pyalsa: 14 files, 7 non-files, 234.4K 
net-misc/iperf: 12 files, 16 non-files, 232.8K 
dev-python/incremental: 31 files, 12 non-files, 232.6K 
dev-libs/dqlite: 8 files, 7 non-files, 232.3K 
sys-devel/patch: 9 files, 7 non-files, 231.7K 
dev-libs/libsigc++: 45 files, 11 non-files, 231.3K 
media-gfx/potrace: 13 files, 9 non-files, 231.1K 
sys-process/psmisc: 47 files, 18 non-files, 229.8K 
media-gfx/graphite2: 13 files, 11 non-files, 229.5K 
sec-policy/selinux-gnome: 2 files, 5 non-files, 228.9K 
dev-libs/libdbusmenu-qt: 14 files, 10 non-files, 228.2K 
dev-libs/uthash: 13 files, 5 non-files, 227.8K 
games-puzzle/gnome2048: 48 files, 57 non-files, 226.9K 
dev-python/path: 25 files, 10 non-files, 225.9K 
media-libs/libdvdread: 20 files, 8 non-files, 225.7K 
sys-process/acct: 23 files, 20 non-files, 225.2K 
app-forensics/aide: 19 files, 17 non-files, 224.4K 
sys-apps/sed: 11 files, 8 non-files, 224.1K 
app-arch/gzip: 31 files, 10 non-files, 224.0K 
dev-python/stack_data: 30 files, 10 non-files, 222.5K 
app-arch/lzma: 3 files, 5 non-files, 221.9K 
x11-drivers/xf86-video-amdgpu: 5 files, 12 non-files, 221.9K 
dev-util/debootstrap: 83 files, 9 non-files, 221.0K 
sys-auth/ykpers: 22 files, 14 non-files, 220.6K 
x11-drivers/xf86-video-vmware: 4 files, 10 non-files, 218.7K 
dev-perl/Text-CSV_XS: 5 files, 13 non-files, 218.6K 
dev-python/bleach: 34 files, 10 non-files, 218.0K 
dev-libs/tree-sitter: 6 files, 5 non-files, 216.0K 
sys-fs/lxcfs: 10 files, 17 non-files, 215.7K 
media-libs/opusfile: 12 files, 8 non-files, 215.3K 
sys-process/iotop: 40 files, 14 non-files, 215.3K 
app-i18n/uchardet: 9 files, 11 non-files, 215.1K 
dev-libs/raft: 9 files, 8 non-files, 215.0K 
x11-libs/libXmu: 33 files, 9 non-files, 214.4K 
sys-apps/dmidecode: 11 files, 7 non-files, 214.3K 
sec-policy/selinux-xscreensaver: 2 files, 5 non-files, 213.7K 
net-analyzer/iptraf-ng: 13 files, 12 non-files, 213.3K 
x11-libs/xtrans: 12 files, 9 non-files, 212.7K 
dev-python/precis-i18n: 57 files, 10 non-files, 212.4K 
dev-python/executing: 26 files, 10 non-files, 211.8K 
sys-apps/keyutils: 60 files, 20 non-files, 211.2K 
net-libs/rpcsvc-proto: 27 files, 9 non-files, 210.9K 
sec-policy/selinux-dnsmasq: 2 files, 5 non-files, 210.6K 
sys-libs/compiler-rt: 4 files, 9 non-files, 210.1K 
dev-python/python-gnupg: 9 files, 9 non-files, 208.3K 
dev-python/setuptools-rust: 43 files, 10 non-files, 208.3K 
sec-policy/selinux-pcscd: 2 files, 5 non-files, 207.6K 
sec-policy/selinux-at: 2 files, 5 non-files, 207.5K 
x11-libs/libxkbfile: 12 files, 9 non-files, 206.7K 
sys-process/bashtop: 2 files, 5 non-files, 206.2K 
sys-libs/tdb: 13 files, 8 non-files, 205.7K 
dev-python/ipython_genutils: 69 files, 14 non-files, 204.4K 
app-crypt/debian-archive-keyring: 23 files, 8 non-files, 203.6K 
dev-libs/libusb: 11 files, 9 non-files, 202.7K 
app-text/docbook-sgml-dtd: 11 files, 9 non-files, 202.4K 
dev-python/meson-python: 28 files, 10 non-files, 201.5K 
sys-libs/liburing: 116 files, 12 non-files, 200.4K 
sys-devel/bc: 11 files, 8 non-files, 200.3K 
sys-apps/hdparm: 11 files, 11 non-files, 199.6K 
dev-python/wheel: 55 files, 15 non-files, 199.4K 
net-libs/libsrtp: 8 files, 8 non-files, 199.0K 
app-arch/cpio: 9 files, 8 non-files, 198.4K 
dev-python/pathspec: 39 files, 12 non-files, 198.0K 
app-portage/smart-live-rebuild: 77 files, 20 non-files, 197.6K 
dev-libs/libp11: 10 files, 8 non-files, 197.6K 
sec-keys/openpgp-keys-libtasn1: 1 files, 3 non-files, 197.1K 
dev-python/kiwisolver: 12 files, 10 non-files, 196.0K 
sys-libs/tevent: 7 files, 5 non-files, 195.6K 
dev-libs/tinyxml: 8 files, 7 non-files, 195.3K 
dev-util/pkgdiff: 6 files, 9 non-files, 195.3K 
net-misc/netifrc: 53 files, 14 non-files, 194.5K 
media-libs/sdl-gfx: 13 files, 8 non-files, 193.0K 
app-crypt/ccid: 5 files, 13 non-files, 192.5K 
dev-libs/libffi: 13 files, 11 non-files, 191.9K 
sec-policy/selinux-dirmngr: 2 files, 5 non-files, 191.8K 
dev-libs/json-c: 28 files, 10 non-files, 191.4K 
dev-libs/libev: 9 files, 9 non-files, 191.3K 
dev-python/async_generator: 37 files, 12 non-files, 190.7K 
app-cdr/isomaster: 14 files, 11 non-files, 190.6K 
sec-policy/selinux-shutdown: 2 files, 5 non-files, 190.6K 
xfce-extra/xfce4-taskmanager: 13 files, 20 non-files, 190.3K 
app-text/sgml-common: 56 files, 13 non-files, 189.4K 
app-portage/mirrorselect: 37 files, 14 non-files, 188.0K 
dev-python/asgiref: 46 files, 10 non-files, 187.1K 
app-crypt/signify: 3 files, 7 non-files, 186.8K 
dev-libs/mpc: 9 files, 7 non-files, 186.0K 
net-libs/serf: 7 files, 5 non-files, 186.0K 
dev-perl/Log-Agent: 55 files, 22 non-files, 184.8K 
media-libs/libshout: 15 files, 16 non-files, 184.4K 
net-vpn/wireguard-tools: 64 files, 39 non-files, 184.3K 
dev-libs/double-conversion: 20 files, 9 non-files, 184.0K 
dev-libs/libyaml: 5 files, 4 non-files, 183.2K 
sys-apps/ack: 24 files, 17 non-files, 183.1K 
dev-cpp/ms-gsl: 13 files, 8 non-files, 182.4K 
dev-python/asttokens: 34 files, 10 non-files, 181.9K 
dev-util/patchelf: 4 files, 7 non-files, 181.6K 
dev-libs/libmspack: 9 files, 7 non-files, 181.1K 
sec-policy/selinux-irc: 2 files, 5 non-files, 181.0K 
gnome-base/gsettings-desktop-schemas: 40 files, 14 non-files, 180.8K 
x11-misc/xbitmaps: 73 files, 8 non-files, 180.7K 
dev-perl/Glib-Object-Introspection: 6 files, 18 non-files, 180.4K 
dev-python/semantic_version: 19 files, 10 non-files, 180.3K 
sys-auth/passwdqc: 23 files, 17 non-files, 179.2K 
app-portage/iwdevtools: 45 files, 11 non-files, 178.2K 
dev-util/xdelta: 4 files, 7 non-files, 176.8K 
x11-libs/libXpm: 12 files, 11 non-files, 176.7K 
dev-libs/tinyxml2: 9 files, 6 non-files, 176.3K 
dev-util/abi-dumper: 2 files, 5 non-files, 175.7K 
dev-libs/libgudev: 15 files, 11 non-files, 175.3K 
media-libs/libao: 51 files, 16 non-files, 175.1K 
dev-python/importlib_metadata: 41 files, 10 non-files, 174.7K 
mate-base/mate-menus: 37 files, 20 non-files, 173.6K 
app-admin/eclean-kernel: 72 files, 17 non-files, 173.1K 
dev-libs/libassuan: 15 files, 10 non-files, 173.1K 
media-libs/libmad: 11 files, 8 non-files, 173.0K 
sys-apps/moreutils: 15 files, 2 non-files, 172.8K 
dev-python/lz4: 24 files, 14 non-files, 172.5K 
x11-libs/libXi: 8 files, 9 non-files, 172.4K 
dev-libs/libappindicator: 11 files, 13 non-files, 171.0K 
sys-devel/bin86: 10 files, 7 non-files, 171.0K 
dev-python/defusedxml: 50 files, 10 non-files, 168.3K 
media-libs/ladspa-sdk: 21 files, 11 non-files, 167.8K 
net-libs/glib-networking: 4 files, 7 non-files, 167.5K 
dev-libs/tre: 18 files, 12 non-files, 167.4K 
dev-util/pkgconf: 22 files, 15 non-files, 167.0K 
media-plugins/cmt-plugins: 12 files, 9 non-files, 166.3K 
dev-libs/serd: 9 files, 10 non-files, 165.5K 
net-libs/libnetfilter_conntrack: 15 files, 8 non-files, 164.5K 
x11-libs/libICE: 13 files, 9 non-files, 164.0K 
sys-libs/talloc: 14 files, 13 non-files, 163.3K 
dev-python/distro: 21 files, 13 non-files, 162.4K 
dev-perl/HTML-Parser: 12 files, 13 non-files, 162.3K 
dev-python/toml: 25 files, 10 non-files, 162.2K 
dev-python/PyQt5-sip: 6 files, 9 non-files, 161.6K 
dev-perl/Parse-Yapp: 16 files, 18 non-files, 161.5K 
sys-apps/usbredir: 19 files, 10 non-files, 161.5K 
dev-python/pyGPG: 37 files, 10 non-files, 160.8K 
dev-qt/qtimageformats: 10 files, 7 non-files, 160.5K 
dev-perl/XML-XPath: 28 files, 18 non-files, 160.1K 
sys-power/cpupower: 27 files, 21 non-files, 160.1K 
media-libs/jbig2dec: 9 files, 10 non-files, 159.7K 
sys-fs/fatcat: 11 files, 7 non-files, 159.2K 
sys-libs/libcap-ng: 41 files, 11 non-files, 159.0K 
sys-apps/attr: 32 files, 14 non-files, 158.7K 
media-libs/suil: 15 files, 10 non-files, 158.2K 
x11-libs/libnotify: 15 files, 13 non-files, 157.0K 
sec-policy/selinux-acct: 2 files, 5 non-files, 156.7K 
app-arch/lbzip2: 11 files, 7 non-files, 156.1K 
x11-apps/mesa-progs: 11 files, 5 non-files, 156.0K 
app-arch/lzip: 7 files, 8 non-files, 155.8K 
app-containers/conmon: 4 files (3 unique), 9 non-files, 155.5K 
sec-policy/selinux-cdrecord: 2 files, 5 non-files, 155.2K 
sec-policy/selinux-gpm: 2 files, 5 non-files, 155.2K 
x11-libs/libXext: 23 files, 9 non-files, 154.2K 
dev-libs/yajl: 14 files, 9 non-files, 153.2K 
media-fonts/inconsolata: 5 files, 4 non-files, 153.2K 
dev-util/intltool: 18 files, 9 non-files, 152.4K 
dev-qt/qdbusviewer: 5 files, 13 non-files, 152.0K 
sec-policy/selinux-sysstat: 2 files, 5 non-files, 150.8K 
app-text/lesspipe: 11 files, 11 non-files, 150.6K 
sec-keys/openpgp-keys-linuxcontainers: 1 files, 3 non-files, 150.2K 
sec-policy/selinux-resolvconf: 2 files, 5 non-files, 149.8K 
dev-python/linkify-it-py: 21 files, 10 non-files, 149.7K 
dev-python/lazy-object-proxy: 31 files, 10 non-files, 149.4K 
app-misc/tmux-xpanes: 9 files, 9 non-files, 148.0K 
net-libs/libslirp: 7 files, 8 non-files, 147.9K 
sec-policy/selinux-alsa: 2 files, 5 non-files, 147.0K 
app-arch/pax: 6 files, 5 non-files, 146.7K 
sec-policy/selinux-dracut: 2 files, 5 non-files, 145.6K 
sec-policy/selinux-usbguard: 2 files, 5 non-files, 145.4K 
app-misc/detox: 14 files, 10 non-files, 145.2K 
xfce-extra/xfce4-mount-plugin: 8 files, 15 non-files, 144.7K 
sys-apps/fakeroot: 23 files, 20 non-files, 144.4K 
dev-perl/URI: 57 files, 14 non-files, 144.3K 
media-libs/sdl2-image: 8 files, 9 non-files, 143.0K 
sec-policy/selinux-rngd: 2 files, 5 non-files, 142.5K 
media-libs/libdvdnav: 13 files, 8 non-files, 142.4K 
dev-python/python-distutils-extra: 43 files, 12 non-files, 139.8K 
app-admin/sysklogd: 21 files, 21 non-files, 139.0K 
dev-python/platformdirs: 37 files, 10 non-files, 138.8K 
dev-perl/MailTools: 37 files, 14 non-files, 138.7K 
dev-python/jupyter_packaging: 21 files, 11 non-files, 138.6K 
dev-python/bashate: 64 files, 16 non-files, 138.3K 
sec-policy/selinux-wireguard: 2 files, 5 non-files, 138.0K 
app-arch/pigz: 4 files, 7 non-files, 137.9K 
dev-perl/HTTP-Message: 13 files, 15 non-files, 137.5K 
dev-libs/libtommath: 6 files, 7 non-files, 137.3K 
x11-libs/libXft: 10 files, 9 non-files, 137.0K 
sec-policy/selinux-mandb: 2 files, 5 non-files, 135.5K 
app-admin/eselect: 47 files, 17 non-files, 135.0K 
dev-perl/Config-AutoConf: 4 files, 13 non-files, 135.0K 
sys-fs/inotify-tools: 18 files, 10 non-files, 134.2K 
xfce-extra/xfce4-systemload-plugin: 10 files, 21 non-files, 133.9K 
sec-policy/selinux-aide: 2 files, 5 non-files, 133.7K 
net-libs/libpsl: 12 files, 10 non-files, 133.6K 
sec-policy/selinux-screen: 2 files, 5 non-files, 133.0K 
media-libs/gsound: 15 files, 12 non-files, 132.5K 
perl-core/Compress-Raw-Zlib: 5 files, 15 non-files, 131.9K 
net-misc/iputils: 8 files, 7 non-files, 131.7K 
app-text/rman: 2 files, 5 non-files, 131.1K 
app-portage/flaggie: 26 files, 10 non-files, 131.0K 
dev-python/itsdangerous: 38 files, 10 non-files, 130.7K 
dev-python/terminado: 36 files, 14 non-files, 130.2K 
sec-policy/selinux-brctl: 2 files, 5 non-files, 128.9K 
dev-python/hyperframe: 22 files, 10 non-files, 128.6K 
dev-python/beniget: 13 files, 10 non-files, 128.4K 
app-crypt/libu2f-host: 29 files, 17 non-files, 128.1K 
net-libs/miniupnpc: 18 files, 11 non-files, 127.9K 
media-gfx/qrencode: 11 files, 10 non-files, 127.7K 
dev-util/cmocka: 11 files, 9 non-files, 127.2K 
media-libs/rnnoise: 7 files, 7 non-files, 125.8K 
app-arch/plzip: 7 files, 8 non-files, 125.5K 
sys-auth/pam_yubico: 18 files, 10 non-files, 125.0K 
media-libs/sdl-mixer: 7 files, 8 non-files, 124.5K 
dev-python/pluggy: 33 files, 10 non-files, 123.0K 
dev-python/PySocks: 13 files, 9 non-files, 122.4K 
perl-core/File-Temp: 4 files, 13 non-files, 122.4K 
media-libs/a52dec: 18 files, 10 non-files, 121.0K 
media-libs/libid3tag: 12 files, 9 non-files, 120.6K 
app-admin/logrotate: 9 files, 15 non-files, 120.5K 
dev-libs/libgnome-games-support: 8 files, 10 non-files, 120.0K 
sec-policy/selinux-openrc: 2 files, 5 non-files, 119.2K 
dev-libs/libfastjson: 13 files, 8 non-files, 118.6K 
dev-python/six: 10 files, 9 non-files, 118.6K 
sys-apps/osinfo-db-tools: 10 files, 7 non-files, 117.4K 
app-forensics/lynis: 105 files (10 unique), 20 non-files, 117.2K 
sys-process/minicoredumper: 24 files, 21 non-files, 117.2K 
app-portage/ufed: 5 files, 10 non-files, 116.9K 
dev-perl/Moo: 16 files, 15 non-files, 116.8K 
app-crypt/ima-evm-utils: 12 files, 9 non-files, 115.4K 
sec-policy/selinux-dmidecode: 2 files, 5 non-files, 114.7K 
dev-util/debugedit: 7 files, 7 non-files, 114.6K 
sec-keys/openpgp-keys-python: 1 files, 3 non-files, 113.8K 
dev-python/secretstorage: 34 files, 10 non-files, 113.7K 
xfce-extra/xfce4-netload-plugin: 10 files, 21 non-files, 113.6K 
dev-util/itstool: 10 files, 9 non-files, 113.5K 
dev-python/uri_template: 26 files, 10 non-files, 112.0K 
dev-python/exceptiongroup: 25 files, 10 non-files, 111.6K 
dev-python/ptyprocess: 20 files, 10 non-files, 108.8K 
dev-libs/libpipeline: 76 files, 9 non-files, 108.6K 
x11-misc/util-macros: 5 files, 7 non-files, 107.0K 
dev-tcltk/itk: 17 files, 12 non-files, 106.5K 
dev-libs/libatasmart: 9 files, 10 non-files, 106.4K 
x11-drivers/xf86-input-libinput: 6 files, 15 non-files, 105.5K 
app-misc/scrub: 6 files, 7 non-files, 103.9K 
app-text/tree: 7 files, 11 non-files, 103.8K 
sys-fs/fuse-overlayfs: 4 files, 7 non-files, 102.7K 
x11-apps/xrandr: 4 files, 7 non-files, 102.5K 
app-editors/curses-hexedit: 7 files, 8 non-files, 102.1K 
sys-fs/lsscsi: 6 files, 7 non-files, 101.0K 
sys-process/at: 27 files (25 unique), 24 non-files, 100.9K 
sys-fs/sysfsutils: 13 files, 12 non-files, 100.5K 
net-fs/sshfs: 7 files, 8 non-files, 99.7K 
dev-util/glib-utils: 6 files, 5 non-files, 98.9K 
dev-libs/libpwquality: 18 files, 17 non-files, 98.6K 
sys-fs/ncdu: 4 files, 7 non-files, 98.6K 
dev-python/send2trash: 64 files, 13 non-files, 98.4K 
media-plugins/gst-plugins-vpx: 1 files, 3 non-files, 98.4K 
dev-python/argon2-cffi: 43 files, 10 non-files, 97.5K 
app-arch/lzlib: 10 files, 9 non-files, 96.3K 
media-gfx/sxiv: 12 files, 26 non-files, 95.2K 
x11-libs/libXrender: 9 files, 9 non-files, 95.1K 
dev-python/webencodings: 25 files, 10 non-files, 94.9K 
dev-python/pure_eval: 26 files, 10 non-files, 94.4K 
app-benchmarks/nbench: 8 files, 6 non-files, 94.3K 
app-arch/snappy: 15 files, 8 non-files, 94.1K 
dev-python/service_identity: 30 files, 10 non-files, 94.0K 
sci-libs/amd: 11 files, 7 non-files, 93.7K 
dev-perl/pcsc-perl: 8 files, 14 non-files, 93.4K 
app-crypt/libmd: 93 files, 9 non-files, 93.2K 
app-misc/fdupes: 6 files, 8 non-files, 92.8K 
dev-python/backcall: 16 files, 10 non-files, 92.7K 
dev-libs/jansson: 8 files, 7 non-files, 92.5K 
media-plugins/gst-plugins-opus: 2 files, 3 non-files, 92.3K 
app-benchmarks/ramspeed: 4 files, 5 non-files, 91.6K 
app-emulation/spice-protocol: 15 files, 8 non-files, 91.0K 
sys-devel/gnuconfig: 3 files, 5 non-files, 90.7K 
app-text/xmlto: 45 files, 12 non-files, 90.2K 
x11-libs/libpciaccess: 8 files, 7 non-files, 90.1K 
app-vim/gentoo-syntax: 42 files, 14 non-files, 89.9K 
dev-util/xfce4-dev-tools: 16 files, 8 non-files, 89.9K 
net-analyzer/traceroute: 8 files, 7 non-files, 89.3K 
dev-libs/hidapi: 12 files, 8 non-files, 89.0K 
x11-apps/xinput: 6 files, 7 non-files, 86.9K 
sys-apps/bubblewrap: 5 files, 11 non-files, 86.6K 
dev-libs/popt: 8 files, 9 non-files, 86.5K 
sys-apps/ed: 9 files, 8 non-files, 86.5K 
sys-auth/ykclient: 13 files, 9 non-files, 86.1K 
app-arch/pbzip2: 7 files, 7 non-files, 85.8K 
sys-apps/pv: 5 files, 7 non-files, 85.1K 
sys-apps/rng-tools: 12 files, 15 non-files, 85.1K 
app-misc/jdupes: 5 files, 7 non-files, 83.5K 
media-libs/libdvdcss: 11 files, 8 non-files, 83.5K 
app-containers/slirp4netns: 3 files, 7 non-files, 83.1K 
dev-python/autocommand: 29 files, 10 non-files, 83.1K 
x11-misc/imake: 20 files, 7 non-files, 82.8K 
media-plugins/gst-plugins-flac: 1 files, 3 non-files, 82.2K 
app-admin/checksec: 5 files, 9 non-files, 81.7K 
dev-python/jaraco-text: 29 files, 11 non-files, 80.1K 
x11-libs/libXrandr: 8 files, 9 non-files, 79.4K 
dev-perl/TimeDate: 42 files, 15 non-files, 78.8K 
dev-perl/Gtk3: 3 files, 11 non-files, 78.5K 
media-libs/sdl-image: 8 files, 9 non-files, 78.2K 
sys-boot/efibootmgr: 8 files, 7 non-files, 78.0K 
dev-python/tomli: 22 files (16 unique), 10 non-files, 77.6K 
x11-libs/libXcursor: 8 files, 9 non-files, 77.2K 
dev-python/webcolors: 9 files, 9 non-files, 76.2K 
dev-perl/File-MimeInfo: 12 files, 17 non-files, 76.0K 
dev-python/isoduration: 58 files, 16 non-files, 76.0K 
dev-python/tree-sitter: 10 files, 10 non-files, 75.7K 
x11-apps/xauth: 4 files, 7 non-files, 75.6K 
app-arch/cabextract: 9 files, 8 non-files, 74.2K 
dev-python/appdirs: 8 files, 9 non-files, 73.9K 
x11-libs/libXvMC: 13 files, 9 non-files, 73.9K 
net-libs/libnsl: 14 files, 8 non-files, 73.7K 
x11-libs/startup-notification: 14 files, 9 non-files, 73.7K 
dev-libs/libverto: 16 files, 7 non-files, 73.6K 
x11-libs/libSM: 10 files, 9 non-files, 73.6K 
sec-keys/openpgp-keys-coreutils: 1 files, 3 non-files, 73.3K 
dev-libs/opencl-icd-loader: 8 files, 7 non-files, 72.9K 
dev-python/rfc3987: 9 files, 9 non-files, 72.4K 
sec-keys/openpgp-keys-grep: 1 files, 3 non-files, 72.4K 
dev-libs/sord: 9 files, 9 non-files, 72.0K 
app-misc/mmv: 11 files, 7 non-files, 71.9K 
app-misc/hello: 11 files, 8 non-files, 71.5K 
dev-python/markupsafe: 17 files, 10 non-files, 71.2K 
dev-python/pyproject-metadata: 10 files, 10 non-files, 71.1K 
media-plugins/gst-plugins-srtp: 1 files, 3 non-files, 70.4K 
sec-keys/openpgp-keys-wget: 1 files, 3 non-files, 70.4K 
dev-perl/Authen-SASL: 15 files, 15 non-files, 70.3K 
sys-auth/libyubikey: 15 files, 9 non-files, 70.1K 
media-plugins/gst-plugins-x264: 1 files, 3 non-files, 69.9K 
media-sound/alsamixergui: 6 files, 7 non-files, 69.6K 
sys-apps/elfix: 13 files, 7 non-files, 69.4K 
app-portage/portconf: 3 files, 6 non-files, 69.3K 
app-portage/portpeek: 3 files, 8 non-files, 69.1K 
app-text/libpaper: 12 files, 11 non-files, 68.8K 
sec-keys/openpgp-keys-bison: 1 files, 3 non-files, 68.8K 
app-shells/gentoo-bashcomp: 21 files, 7 non-files, 68.7K 
app-misc/mime-types: 1 files, 1 non-files, 68.2K 
app-crypt/gnupg-pkcs11-scd: 8 files, 7 non-files, 68.1K 
dev-python/ordered-set: 9 files, 10 non-files, 67.6K 
sec-keys/openpgp-keys-tor: 1 files, 3 non-files, 67.6K 
x11-misc/gxmessage: 18 files, 13 non-files, 67.3K 
xfce-extra/xfce4-alsa-plugin: 3 files, 11 non-files, 66.4K 
x11-apps/xprop: 4 files, 7 non-files, 66.3K 
x11-libs/libXtst: 10 files, 9 non-files, 65.8K 
x11-apps/xwininfo: 4 files, 7 non-files, 65.5K 
net-libs/http-parser: 6 files, 6 non-files, 65.4K 
x11-apps/mkfontscale: 6 files, 7 non-files, 65.4K 
sec-keys/openpgp-keys-m4: 1 files, 3 non-files, 64.9K 
dev-perl/IO-Tty: 7 files, 14 non-files, 64.8K 
dev-python/argon2-cffi-bindings: 15 files, 10 non-files, 64.7K 
sec-keys/openpgp-keys-icu: 1 files, 3 non-files, 64.3K 
sec-keys/openpgp-keys-diffutils: 1 files, 3 non-files, 64.1K 
net-analyzer/openbsd-netcat: 16 files, 9 non-files, 63.9K 
app-text/wdiff: 9 files, 8 non-files, 63.7K 
x11-libs/xcb-util-image: 10 files, 8 non-files, 63.6K 
dev-libs/cJSON: 10 files, 10 non-files, 63.2K 
dev-python/decorator: 10 files, 9 non-files, 63.2K 
sci-libs/camd: 7 files, 7 non-files, 62.5K 
sys-libs/mtdev: 10 files, 8 non-files, 61.9K 
sys-boot/mokutil: 5 files, 9 non-files, 61.8K 
x11-apps/xinit: 12 files, 13 non-files, 61.8K 
net-dns/openresolv: 14 files, 12 non-files, 61.5K 
sys-apps/semodule-utils: 12 files, 7 non-files, 61.5K 
dev-python/constantly: 18 files, 10 non-files, 61.0K 
dev-libs/libltdl: 9 files, 7 non-files, 60.8K 
dev-perl/Algorithm-Diff: 5 files, 13 non-files, 60.4K 
dev-python/hatch-fancy-pypi-readme: 46 files, 14 non-files, 59.8K 
sci-libs/ccolamd: 7 files, 7 non-files, 59.8K 
sys-apps/secilc: 7 files, 7 non-files, 59.7K 
sys-fs/fuse-exfat: 6 files, 7 non-files, 59.6K 
app-misc/radeontop: 4 files, 8 non-files, 58.6K 
dev-util/netsurf-buildsystem: 11 files, 6 non-files, 58.5K 
sec-keys/openpgp-keys-patch: 1 files, 3 non-files, 58.3K 
sys-apps/fbset: 9 files, 8 non-files, 57.4K 
sys-apps/xdg-dbus-proxy: 4 files, 7 non-files, 57.4K 
dev-perl/LWP-MediaTypes: 5 files, 13 non-files, 57.2K 
dev-python/jupyterlab_pygments: 30 files, 16 non-files, 57.2K 
media-gfx/fbida: 3 files, 7 non-files, 57.2K 
x11-misc/makedepend: 5 files, 7 non-files, 57.1K 
app-misc/tmux-mem-cpu-load: 3 files, 5 non-files, 56.9K 
net-misc/x11-ssh-askpass: 7 files, 9 non-files, 56.7K 
x11-themes/hicolor-icon-theme: 4 files, 372 non-files, 55.7K 
dev-perl/File-LibMagic: 6 files, 14 non-files, 55.0K 
sys-apps/debianutils: 7 files, 10 non-files, 55.0K 
sys-apps/baselayout: 23 files, 11 non-files, 54.9K 
dev-libs/npth: 10 files, 8 non-files, 54.6K 
app-misc/resolve-march-native: 48 files, 13 non-files, 54.4K 
media-plugins/gst-plugins-gdkpixbuf: 1 files, 3 non-files, 54.2K 
x11-libs/xcb-util: 14 files, 8 non-files, 54.2K 
x11-apps/fonttosfnt: 4 files, 7 non-files, 53.7K 
dev-qt/qtsingleapplication: 10 files, 11 non-files, 53.6K 
media-libs/libcue: 8 files, 8 non-files, 53.6K 
x11-apps/iceauth: 4 files, 7 non-files, 53.6K 
dev-python/matplotlib-inline: 17 files, 10 non-files, 53.2K 
app-editors/hexedit: 3 files, 7 non-files, 53.1K 
x11-libs/libfontenc: 7 files, 9 non-files, 53.1K 
x11-apps/xdpyinfo: 4 files, 7 non-files, 52.8K 
dev-python/cycler: 9 files, 9 non-files, 52.7K 
media-libs/sdl-ttf: 7 files, 8 non-files, 52.6K 
net-misc/bridge-utils: 13 files, 7 non-files, 52.6K 
dev-python/jaraco-functools: 8 files, 10 non-files, 52.5K 
gnome-extra/polkit-gnome: 7 files, 8 non-files, 52.5K 
x11-apps/bdftopcf: 5 files, 7 non-files, 52.1K 
app-misc/supercat: 14 files, 9 non-files, 51.6K 
app-misc/wipe: 6 files, 7 non-files, 51.3K 
x11-apps/xset: 4 files, 7 non-files, 51.2K 
app-crypt/paperkey: 6 files, 7 non-files, 51.0K 
app-arch/pixz: 5 files, 7 non-files, 50.7K 
