dev-python/cairocffi: 70 files, 12 non-files, 1.3M 
dev-python/cffi: 76 files, 10 non-files, 1.3M 
dev-python/hpack: 37 files, 10 non-files, 1.3M 
dev-python/pygobject: 115 files (89 unique), 19 non-files, 1.3M 
sys-auth/yubikey-personalization-gui: 5 files, 11 non-files, 1.3M 
sys-kernel/dracut: 433 files, 145 non-files, 1.3M 
x11-misc/menulibre: 84 files, 35 non-files, 1.3M 
app-admin/conky: 12 files, 13 non-files, 1.2M 
app-admin/gnome-system-log: 225 files, 107 non-files, 1.2M 
app-arch/libarchive: 55 files, 12 non-files, 1.2M 
app-backup/timeshift: 47 files, 34 non-files, 1.2M 
app-cdr/cdrdao: 15 files, 8 non-files, 1.2M 
app-emulation/spice: 17 files, 8 non-files, 1.2M 
app-misc/gentoo: 213 files, 16 non-files, 1.2M 
app-shells/zsh-completions: 147 files, 4 non-files, 1.2M 
dev-libs/libevent: 56 files, 11 non-files, 1.2M 
dev-python/ensurepip-setuptools: 1 files, 4 non-files, 1.2M 
dev-python/jsonschema: 133 files, 23 non-files, 1.2M 
dev-python/lark: 147 files, 18 non-files, 1.2M 
dev-python/poetry-core: 381 files, 53 non-files, 1.2M 
dev-python/pyparsing: 50 files, 12 non-files, 1.2M 
dev-qt/qtdbus: 83 files, 17 non-files, 1.2M 
dev-vcs/qgit: 6 files, 13 non-files, 1.2M 
mate-base/mate-desktop: 88 files, 38 non-files, 1.2M 
media-fonts/hack: 7 files, 4 non-files, 1.2M 
media-libs/libwebp: 40 files, 11 non-files, 1.2M 
sec-policy/selinux-virt: 2 files, 5 non-files, 1.2M 
sys-libs/libomp: 4 files, 8 non-files, 1.2M 
sys-libs/pam: 193 files, 24 non-files, 1.2M 
x11-base/xorg-proto: 172 files, 13 non-files, 1.2M 
x11-themes/obsidian-xcursors: 88 files, 6 non-files, 1.2M 
app-admin/sysstat: 43 files, 25 non-files, 1.1M 
app-crypt/libsecret: 29 files, 16 non-files, 1.1M 
app-i18n/unicode-emoji: 5 files, 4 non-files, 1.1M 
app-misc/tmux: 5 files, 7 non-files, 1.1M 
app-portage/layman: 234 files, 56 non-files, 1.1M 
dev-libs/apr: 54 files, 11 non-files, 1.1M 
dev-libs/libfilezilla: 60 files, 11 non-files, 1.1M 
dev-libs/libsigc++: 38 files, 11 non-files, 1.1M 
dev-python/anyio: 155 files, 18 non-files, 1.1M 
dev-python/click: 70 files, 10 non-files, 1.1M 
dev-python/pyscard: 246 files, 25 non-files, 1.1M 
dev-python/pytz: 631 files, 31 non-files, 1.1M 
dev-python/urllib3: 153 files, 20 non-files, 1.1M 
dev-util/abi-compliance-checker: 29 files, 10 non-files, 1.1M 
dev-util/astyle: 11 files, 8 non-files, 1.1M 
media-libs/libplacebo: 34 files, 10 non-files, 1.1M 
media-libs/vamp-plugin-sdk: 40 files, 12 non-files, 1.1M 
media-plugins/gst-plugins-vaapi: 5 files, 6 non-files, 1.1M 
net-irc/hexchat: 13 files, 20 non-files, 1.1M 
net-wireless/gr-osmosdr: 33 files (30 unique), 18 non-files, 1.1M 
sys-apps/inxi: 3 files, 7 non-files, 1.1M 
sys-apps/man-db: 41 files, 22 non-files, 1.1M 
x11-libs/vte: 23 files, 20 non-files, 1.1M 
x11-misc/xorg-cf-files: 123 files, 7 non-files, 1.1M 
x11-themes/gtk-engines: 27 files, 23 non-files, 1.1M 
xfce-base/libxfce4ui: 71 files, 34 non-files, 1.1M 
dev-lang/luajit: 49 files, 19 non-files, 1.0M 
dev-libs/libxslt: 87 files, 22 non-files, 1.0M 
dev-python/hatchling: 269 files, 56 non-files, 1.0M 
dev-python/pyasn1: 150 files, 24 non-files, 1.0M 
dev-python/python-ptrace: 245 files, 21 non-files, 1.0M 
gnome-base/libgtop: 103 files, 16 non-files, 1.0M 
media-sound/mpg123: 31 files, 11 non-files, 1.0M 
sci-libs/cholmod: 19 files, 7 non-files, 1.0M 
sec-policy/selinux-samba: 2 files, 5 non-files, 1.0M 
sys-fs/cryptsetup: 68 files, 16 non-files, 1.0M 
dev-perl/Net-SSLeay: 86 files, 14 non-files, 1023.7K 
dev-python/installer: 54 files (48 unique), 12 non-files, 1019.0K 
dev-lang/duktape: 9 files, 4 non-files, 1017.7K 
dev-qt/qttest: 89 files, 15 non-files, 1016.6K 
app-misc/binwalk: 185 files, 21 non-files, 1013.6K 
media-libs/libmtp: 33 files, 12 non-files, 1010.0K 
sci-libs/mpir: 15 files, 7 non-files, 1006.0K 
app-crypt/efitools: 28 files, 9 non-files, 1004.9K 
xfce-base/garcon: 85 files, 24 non-files, 1004.7K 
media-libs/graphene: 34 files, 12 non-files, 1003.1K 
app-arch/pacman: 136 files, 36 non-files, 991.6K 
dev-python/isort: 178 files, 19 non-files, 986.9K 
gnome-base/dconf-editor: 14 files, 22 non-files, 983.1K 
sys-process/procps: 119 files, 41 non-files, 979.6K 
dev-python/python-dateutil: 80 files, 16 non-files, 978.9K 
sec-policy/selinux-xserver: 2 files, 5 non-files, 972.8K 
app-forensics/rkhunter: 24 files, 19 non-files, 970.3K 
x11-libs/xapp: 78 files (76 unique), 46 non-files, 969.0K 
sec-policy/selinux-unconfined: 2 files, 5 non-files, 967.7K 
media-libs/libsndfile: 45 files, 10 non-files, 961.9K 
sys-apps/checkpolicy: 6 files, 7 non-files, 958.3K 
x11-misc/qt5ct: 20 files, 16 non-files, 956.6K 
sys-firmware/ipxe: 10 files, 7 non-files, 943.1K 
sys-apps/baobab: 350 files, 98 non-files, 939.6K 
dev-libs/nettle: 82 files, 8 non-files, 939.1K 
x11-libs/gdk-pixbuf: 43 files, 18 non-files, 935.0K 
net-misc/socat: 19 files, 8 non-files, 930.2K 
sys-boot/gnu-efi: 56 files, 9 non-files, 927.9K 
app-emulation/virtualbox-modules: 5 files, 9 non-files, 923.0K 
sys-libs/timezone-data: 615 files (370 unique), 28 non-files, 922.5K 
dev-libs/mpfr: 19 files, 9 non-files, 920.8K 
app-arch/tar: 20 files, 11 non-files, 919.8K 
media-libs/zimg: 23 files, 9 non-files, 914.4K 
dev-python/httpx: 102 files, 16 non-files, 912.2K 
dev-python/mako: 142 files, 17 non-files, 909.6K 
dev-python/parso: 98 files, 14 non-files, 907.8K 
app-misc/screen: 40 files, 14 non-files, 907.7K 
sci-libs/umfpack: 39 files, 7 non-files, 906.9K 
media-sound/lame: 30 files, 12 non-files, 906.1K 
dev-python/greenlet: 126 files, 17 non-files, 905.1K 
net-misc/wget2: 37 files, 11 non-files, 904.2K 
media-libs/libva: 56 files, 10 non-files, 901.6K 
app-text/mandoc: 22 files (18 unique), 9 non-files, 896.7K 
x11-libs/libdrm: 64 files, 14 non-files, 895.9K 
dev-python/pbr: 196 files, 29 non-files, 893.6K 
sys-block/sedutil: 5 files, 7 non-files, 892.3K 
x11-base/xcb-proto: 62 files (56 unique), 9 non-files, 889.0K 
net-libs/libnice: 28 files, 13 non-files, 885.5K 
dev-libs/spdlog: 95 files, 14 non-files, 883.1K 
dev-python/idna: 37 files, 10 non-files, 882.8K 
media-libs/openjpeg: 18 files, 11 non-files, 881.8K 
dev-libs/libburn: 20 files, 13 non-files, 880.2K 
dev-libs/nspr: 82 files, 11 non-files, 877.2K 
media-libs/lv2: 197 files (167 unique), 89 non-files, 861.1K 
sys-auth/polkit: 66 files (64 unique), 31 non-files, 858.0K 
sys-apps/exa: 4 files, 9 non-files, 855.5K 
dev-libs/libisofs: 18 files, 8 non-files, 853.8K 
net-firewall/nftables: 33 files, 28 non-files, 845.5K 
dev-python/pyyaml: 79 files, 12 non-files, 838.6K 
dev-python/commonmark: 80 files, 17 non-files, 837.1K 
dev-libs/dbus-glib: 40 files, 19 non-files, 834.4K 
app-shells/bash-completion: 700 files, 17 non-files, 833.0K 
dev-lang/orc: 50 files, 12 non-files, 829.1K 
app-arch/unrar: 70 files, 8 non-files, 825.9K 
net-analyzer/ssh-audit: 134 files, 15 non-files, 824.0K 
sys-apps/gptfdisk: 10 files, 7 non-files, 821.9K 
x11-themes/adwaita-qt: 18 files, 13 non-files, 815.0K 
dev-util/gdbus-codegen: 42 files, 11 non-files, 811.3K 
media-libs/libmatroska: 39 files, 11 non-files, 808.5K 
dev-python/starlette: 142 files, 13 non-files, 801.3K 
app-editors/mousepad: 18 files, 24 non-files, 800.0K 
dev-cpp/catch: 43 files, 11 non-files, 795.5K 
media-libs/xvid: 10 files, 6 non-files, 795.0K 
x11-libs/libXaw: 79 files, 9 non-files, 793.6K 
net-libs/libvncserver: 20 files, 8 non-files, 791.9K 
dev-python/arrow: 46 files, 10 non-files, 787.9K 
dev-qt/qthelp: 57 files, 15 non-files, 784.6K 
dev-lang/lua: 22 files, 12 non-files, 784.5K 
xfce-base/xfconf: 43 files, 26 non-files, 781.6K 
app-text/xhtml1: 29 files, 9 non-files, 774.8K 
dev-python/debugpy: 126 files, 18 non-files, 770.3K 
sec-policy/selinux-container: 2 files, 5 non-files, 763.5K 
x11-drivers/xf86-video-ati: 7 files, 12 non-files, 763.1K 
dev-util/vulkan-tools: 3 files, 5 non-files, 759.3K 
dev-python/httpcore: 130 files, 16 non-files, 756.3K 
dev-libs/libdbusmenu: 44 files, 18 non-files, 755.6K 
sec-policy/selinux-mozilla: 2 files, 5 non-files, 754.0K 
dev-libs/oniguruma: 24 files, 8 non-files, 751.0K 
sys-libs/libnvme: 21 files, 8 non-files, 750.5K 
sys-libs/ldb: 38 files, 14 non-files, 749.9K 
net-libs/gtk-vnc: 41 files, 16 non-files, 747.6K 
sys-apps/gnome-disk-utility: 18 files, 17 non-files, 747.5K 
dev-python/contourpy: 46 files, 12 non-files, 747.2K 
x11-libs/libwnck: 24 files, 11 non-files, 747.1K 
sys-block/parted: 34 files, 12 non-files, 742.4K 
x11-libs/libXt: 39 files, 8 non-files, 731.6K 
dev-libs/concurrencykit: 241 files, 19 non-files, 730.4K 
xfce-extra/xfce4-screensaver: 33 files, 34 non-files, 729.5K 
dev-libs/boehm-gc: 42 files, 11 non-files, 725.4K 
x11-libs/pixman: 7 files, 8 non-files, 725.1K 
dev-tcltk/bwidget: 90 files, 10 non-files, 723.4K 
dev-perl/glib-perl: 50 files, 15 non-files, 723.3K 
dev-lang/lua: 22 files, 12 non-files, 719.5K 
media-libs/shaderc: 16 files, 9 non-files, 718.8K 
dev-python/pygraphviz: 101 files, 13 non-files, 716.9K 
sys-process/tini: 2 files, 5 non-files, 715.0K 
sys-libs/libxcrypt: 28 files, 11 non-files, 709.3K 
x11-terms/xfce4-terminal: 30 files, 27 non-files, 708.8K 
x11-libs/libxkbcommon: 21 files, 8 non-files, 706.4K 
xfce-base/xfce4-session: 43 files (42 unique), 36 non-files, 705.6K 
app-containers/catatonit: 3 files (2 unique), 7 non-files, 703.8K 
app-arch/lz4: 20 files, 12 non-files, 688.3K 
sys-block/open-isns: 28 files, 19 non-files, 684.6K 
dev-libs/libfmt: 22 files, 10 non-files, 681.7K 
sci-libs/metis: 10 files, 5 non-files, 681.4K 
dev-python/python-zstandard: 16 files, 10 non-files, 679.5K 
kde-frameworks/extra-cmake-modules: 123 files, 12 non-files, 679.4K 
dev-python/pyopenssl: 33 files, 10 non-files, 678.9K 
dev-libs/json-glib: 25 files, 14 non-files, 678.0K 
media-fonts/arkpandora: 19 files, 6 non-files, 677.8K 
media-libs/libpng: 24 files, 12 non-files, 675.2K 
media-libs/libtgvoip: 33 files, 10 non-files, 674.5K 
dev-libs/libatomic_ops: 82 files, 17 non-files, 672.0K 
media-libs/gd: 29 files, 8 non-files, 671.9K 
media-libs/lcms: 15 files, 8 non-files, 655.4K 
dev-python/ply: 34 files, 11 non-files, 654.8K 
net-libs/usrsctp: 8 files, 7 non-files, 650.4K 
xfce-base/libxfce4util: 64 files, 17 non-files, 646.9K 
media-video/mediainfo: 12 files, 22 non-files, 643.8K 
dev-python/pyfuse3: 15 files, 9 non-files, 638.0K 
media-fonts/encodings: 53 files, 7 non-files, 638.0K 
media-libs/libtheora: 24 files, 8 non-files, 634.7K 
dev-python/numexpr: 39 files, 12 non-files, 634.6K 
net-misc/rsync: 15 files, 16 non-files, 631.5K 
sys-devel/autoconf: 26 files, 7 non-files, 630.1K 
media-gfx/libimagequant: 5 files, 4 non-files, 629.1K 
media-libs/smpeg: 24 files, 11 non-files, 628.7K 
app-portage/gentoopm: 183 files, 23 non-files, 627.4K 
dev-cpp/pangomm: 69 files, 14 non-files, 623.1K 
dev-python/tqdm: 141 files, 19 non-files, 622.0K 
dev-python/h2: 49 files, 10 non-files, 618.2K 
dev-python/markdown-it-py: 265 files, 27 non-files, 616.3K 
dev-python/pyrsistent: 78 files, 11 non-files, 615.8K 
app-arch/zip: 21 files, 7 non-files, 613.9K 
app-arch/xz-utils: 82 files, 14 non-files, 613.7K 
sys-devel/flex: 14 files, 10 non-files, 613.1K 
gnome-base/gnome-desktop: 22 files, 11 non-files, 611.3K 
dev-libs/jemalloc: 9 files, 11 non-files, 609.0K 
dev-python/nbformat: 173 files, 25 non-files, 603.7K 
sys-apps/pcsc-tools: 12 files, 9 non-files, 603.5K 
dev-lang/mujs: 6 files, 5 non-files, 601.7K 
sys-apps/ethtool: 7 files, 9 non-files, 601.5K 
dev-libs/libdispatch: 36 files, 10 non-files, 598.3K 
net-libs/libpcap: 118 files, 14 non-files, 595.7K 
dev-libs/expat: 23 files, 13 non-files, 594.7K 
app-containers/crun: 8 files, 8 non-files, 591.3K 
dev-util/cloc: 2 files, 5 non-files, 591.1K 
app-text/ansifilter: 6 files, 8 non-files, 590.8K 
sys-apps/findutils: 19 files, 8 non-files, 590.6K 
dev-cpp/atkmm: 54 files, 14 non-files, 590.2K 
dev-python/pooch: 85 files, 15 non-files, 587.9K 
media-libs/speex: 21 files, 9 non-files, 587.7K 
sys-libs/cracklib: 17 files, 9 non-files, 587.5K 
media-libs/libdvbpsi: 86 files, 9 non-files, 586.5K 
media-libs/virglrenderer: 7 files, 9 non-files, 586.5K 
dev-qt/qtopengl: 48 files, 14 non-files, 584.9K 
dev-libs/libportal: 55 files, 15 non-files, 582.4K 
media-libs/faad2: 16 files, 10 non-files, 582.4K 
dev-python/uvicorn: 165 files, 28 non-files, 579.0K 
dev-lang/lua: 24 files, 12 non-files, 577.2K 
sys-libs/efivar: 58 files, 12 non-files, 575.9K 
dev-python/bottleneck: 119 files, 20 non-files, 575.8K 
media-libs/gexiv2: 21 files, 12 non-files, 571.8K 
dev-python/hyperlink: 59 files, 12 non-files, 570.7K 
app-benchmarks/sysbench: 88 files, 11 non-files, 570.0K 
dev-python/more-itertools: 20 files, 10 non-files, 564.5K 
dev-python/requests: 77 files, 10 non-files, 562.0K 
sec-policy/selinux-dpkg: 2 files, 5 non-files, 561.9K 
dev-python/jupyter_core: 126 files, 30 non-files, 553.5K 
dev-python/prometheus_client: 107 files, 16 non-files, 552.8K 
net-misc/wget: 8 files, 9 non-files, 549.4K 
media-libs/speexdsp: 17 files, 8 non-files, 549.3K 
dev-qt/qtgraphicaleffects: 46 files, 6 non-files, 546.3K 
sys-libs/zlib: 29 files, 12 non-files, 546.2K 
dev-qt/qtprintsupport: 52 files, 17 non-files, 544.1K 
dev-cpp/pangomm: 68 files, 14 non-files, 539.5K 
net-libs/libssh: 18 files, 10 non-files, 539.5K 
app-crypt/argon2: 9 files, 10 non-files, 539.4K 
dev-db/lmdb: 13 files, 10 non-files, 538.5K 
media-libs/libzen: 41 files, 12 non-files, 538.5K 
dev-python/pexpect: 66 files, 10 non-files, 536.9K 
media-libs/gst-plugins-ugly: 10 files, 6 non-files, 533.7K 
dev-libs/apr-util: 47 files, 10 non-files, 530.3K 
media-libs/opus: 12 files, 9 non-files, 527.8K 
dev-python/wcwidth: 28 files, 11 non-files, 526.3K 
dev-libs/libgpg-error: 24 files, 14 non-files, 526.0K 
dev-python/websocket-client: 100 files, 16 non-files, 525.9K 
dev-qt/qtsvg: 35 files, 18 non-files, 523.1K 
dev-libs/libsodium: 71 files, 8 non-files, 521.8K 
dev-python/h11: 95 files, 13 non-files, 520.6K 
dev-python/attrs: 93 files, 12 non-files, 519.6K 
dev-tcltk/itcl: 35 files, 12 non-files, 517.3K 
app-editors/nano: 62 files, 13 non-files, 516.9K 
sys-fs/fuse: 30 files, 14 non-files, 514.2K 
dev-python/tomlkit: 54 files, 10 non-files, 511.2K 
dev-python/jeepney: 125 files, 16 non-files, 509.0K 
net-libs/libssh2: 188 files, 11 non-files, 506.9K 
dev-python/nbclient: 89 files, 17 non-files, 503.2K 
media-libs/vulkan-loader: 6 files, 9 non-files, 495.6K 
app-crypt/pinentry: 12 files, 6 non-files, 494.2K 
media-gfx/ristretto: 13 files, 21 non-files, 493.2K 
sec-policy/selinux-devicekit: 2 files, 5 non-files, 492.6K 
xfce-extra/xfce4-sensors-plugin: 20 files, 29 non-files, 490.0K 
sys-power/upower: 33 files, 31 non-files, 489.4K 
dev-perl/IO-Socket-SSL: 10 files, 16 non-files, 489.0K 
sys-firmware/seabios-bin: 7 files, 4 non-files, 486.5K 
sys-apps/net-tools: 26 files, 10 non-files, 485.3K 
media-libs/glu: 5 files, 5 non-files, 483.0K 
dev-libs/log4cpp: 65 files, 11 non-files, 480.8K 
app-portage/gemato: 55 files, 13 non-files, 480.7K 
dev-libs/tree-sitter-bash: 2 files, 2 non-files, 479.7K 
sec-policy/selinux-policykit: 2 files, 5 non-files, 475.1K 
sys-fs/fuse: 14 files, 11 non-files, 475.0K 
dev-util/pkgdev: 74 files, 23 non-files, 474.4K 
dev-cpp/cairomm: 38 files, 11 non-files, 471.7K 
x11-misc/slim: 20 files, 17 non-files, 469.3K 
dev-libs/libgnt: 35 files, 9 non-files, 468.0K 
sys-fs/squashfs-tools: 26 files, 8 non-files, 467.4K 
x11-drivers/xf86-video-qxl: 9 files, 9 non-files, 467.3K 
sci-libs/libgeotiff: 46 files, 11 non-files, 467.0K 
dev-python/pycairo: 17 files, 15 non-files, 466.2K 
app-arch/bzip2: 29 files, 12 non-files, 463.9K 
x11-themes/sound-theme-freedesktop: 39 files, 7 non-files, 461.7K 
media-libs/freeglut: 24 files, 10 non-files, 461.5K 
xfce-extra/xfce4-screenshooter: 17 files, 30 non-files, 460.3K 
sys-apps/lm-sensors: 41 files, 21 non-files, 460.0K 
net-dns/dnsmasq: 19 files, 20 non-files, 458.3K 
app-text/docbook-xml-dtd: 35 files, 11 non-files, 457.8K 
sys-apps/cpuid: 6 files, 7 non-files, 457.1K 
dev-qt/qtsql: 58 files, 17 non-files, 455.2K 
net-libs/nghttp2: 12 files, 11 non-files, 453.5K 
sys-libs/gpm: 35 files, 21 non-files, 452.0K 
sec-policy/selinux-logrotate: 2 files, 5 non-files, 449.0K 
app-portage/cfg-update: 13 files, 13 non-files, 447.4K 
app-misc/jq: 11 files, 10 non-files, 447.2K 
app-containers/lxc-templates: 55 files, 5 non-files, 446.6K 
app-misc/ca-certificates: 428 files, 13 non-files, 446.3K 
sec-policy/selinux-gpg: 2 files, 5 non-files, 445.4K 
dev-cpp/cairomm: 38 files, 11 non-files, 445.1K 
dev-libs/libpeas: 36 files, 24 non-files, 444.9K 
media-libs/libogg: 95 files, 13 non-files, 443.4K 
sys-process/atop: 23 files, 20 non-files, 438.3K 
app-text/docbook-xml-dtd: 35 files, 11 non-files, 437.4K 
sys-block/partimage: 15 files, 14 non-files, 437.3K 
dev-libs/pegtl: 182 files, 14 non-files, 435.2K 
sys-devel/make: 17 files, 9 non-files, 431.5K 
sys-libs/gdbm: 22 files, 12 non-files, 427.9K 
dev-perl/Module-Build: 28 files, 18 non-files, 427.7K 
dev-util/dialog: 13 files, 10 non-files, 425.5K 
net-libs/libtirpc: 66 files, 15 non-files, 424.2K 
sec-policy/selinux-chromium: 2 files, 5 non-files, 423.8K 
sys-process/lsof: 15 files, 7 non-files, 421.1K 
dev-perl/XML-Parser: 36 files, 17 non-files, 418.2K 
mail-mta/nullmailer: 31 files (27 unique), 29 non-files, 417.5K 
dev-python/charset_normalizer: 57 files, 17 non-files, 416.9K 
net-dns/libidn2: 11 files, 8 non-files, 416.3K 
dev-python/PyQt-builder: 137 files, 18 non-files, 412.3K 
dev-python/soupsieve: 34 files, 11 non-files, 410.3K 
x11-misc/picom: 10 files, 12 non-files, 410.2K 
sec-policy/selinux-kerberos: 2 files, 5 non-files, 408.2K 
net-wireless/rtl-sdr: 23 files, 13 non-files, 405.7K 
dev-libs/gumbo: 8 files, 7 non-files, 405.1K 
app-crypt/gorilla: 30 files, 9 non-files, 398.9K 
media-libs/libexif: 23 files, 8 non-files, 394.9K 
app-text/docbook-xml-dtd: 33 files, 11 non-files, 394.6K 
sys-apps/dtc: 13 files, 4 non-files, 392.4K 
sec-policy/selinux-vmware: 2 files, 5 non-files, 392.3K 
xfce-extra/xfce4-notifyd: 24 files, 39 non-files, 391.2K 
sys-cluster/libqb: 24 files, 14 non-files, 390.6K 
sec-policy/selinux-podman: 2 files, 5 non-files, 390.0K 
x11-libs/libxklavier: 35 files, 15 non-files, 386.1K 
dev-perl/Regexp-Common: 37 files, 15 non-files, 385.8K 
dev-python/automat: 56 files, 15 non-files, 384.1K 
net-firewall/ipset: 37 files, 23 non-files, 379.3K 
sys-devel/m4: 11 files, 8 non-files, 379.3K 
sys-apps/diffutils: 15 files, 8 non-files, 379.1K 
x11-drivers/xf86-video-nouveau: 3 files, 10 non-files, 379.1K 
dev-python/sortedcontainers: 21 files, 10 non-files, 379.0K 
sys-apps/dstat: 106 files, 11 non-files, 377.8K 
media-plugins/gst-plugins-libav: 5 files, 6 non-files, 377.6K 
sys-libs/libapparmor: 28 files (25 unique), 21 non-files, 376.8K 
app-text/docbook-xml-dtd: 32 files, 11 non-files, 376.7K 
dev-python/python-multipart: 37 files, 12 non-files, 375.1K 
dev-qt/qtxml: 54 files, 15 non-files, 374.1K 
app-crypt/sbsigntools: 14 files, 7 non-files, 374.0K 
dev-util/ROPgadget: 89 files, 19 non-files, 373.4K 
dev-libs/libbsd: 275 files, 13 non-files, 372.2K 
dev-libs/libutf8proc: 5 files, 4 non-files, 368.3K 
media-libs/libcanberra: 36 files, 28 non-files, 368.3K 
app-text/docbook-sgml-dtd: 15 files, 9 non-files, 367.2K 
app-misc/nnn: 69 files, 22 non-files, 362.3K 
dev-libs/libzip: 138 files, 12 non-files, 361.6K 
net-fs/cifs-utils: 27 files, 20 non-files, 360.2K 
app-text/docbook-xml-dtd: 34 files, 11 non-files, 359.1K 
net-misc/dhcpcd: 20 files, 23 non-files, 358.1K 
media-libs/libmypaint: 34 files, 13 non-files, 356.8K 
dev-python/setuptools_scm: 99 files, 12 non-files, 355.3K 
media-libs/libbluray: 15 files, 8 non-files, 354.8K 
sys-process/htop: 7 files, 13 non-files, 354.8K 
sec-policy/apparmor-profiles: 328 files, 16 non-files, 354.6K 
app-arch/unzip: 15 files, 7 non-files, 352.9K 
gnome-base/gnome-menus: 29 files, 14 non-files, 351.4K 
dev-util/ninja: 7 files, 13 non-files, 350.9K 
dev-libs/libuv: 13 files, 8 non-files, 350.8K 
media-libs/audiofile: 47 files, 11 non-files, 350.7K 
app-editors/qhexedit2: 12 files, 6 non-files, 347.9K 
sys-apps/grep: 11 files, 8 non-files, 347.6K 
sec-policy/selinux-docker: 2 files, 5 non-files, 346.4K 
dev-libs/libksba: 14 files, 10 non-files, 346.2K 
sys-apps/pcsc-lite: 34 files, 24 non-files, 344.1K 
sec-policy/selinux-mplayer: 2 files, 5 non-files, 341.6K 
media-libs/libsoundtouch: 17 files, 10 non-files, 340.3K 
media-libs/giflib: 27 files, 9 non-files, 340.0K 
sys-apps/pciutils: 20 files, 19 non-files, 340.0K 
gnome-base/dconf: 23 files, 28 non-files, 339.1K 
app-misc/neofetch: 2 files, 5 non-files, 338.6K 
media-libs/ftgl: 33 files, 8 non-files, 338.2K 
x11-themes/gtk-engines-adwaita: 4 files, 8 non-files, 338.0K 
sys-apps/acl: 60 files, 15 non-files, 337.6K 
app-misc/asciinema: 115 files, 20 non-files, 336.7K 
dev-libs/jsoncpp: 15 files, 9 non-files, 335.8K 
dev-util/opencl-headers: 21 files, 8 non-files, 335.4K 
dev-libs/lzo: 23 files, 9 non-files, 335.1K 
sys-apps/i2c-tools: 27 files, 13 non-files, 334.3K 
media-libs/alsa-topology-conf: 4 files, 8 non-files, 334.1K 
app-crypt/rhash: 32 files, 11 non-files, 333.7K 
gnome-base/libglade: 35 files, 16 non-files, 331.2K 
dev-python/inflect: 10 files, 10 non-files, 330.2K 
sec-policy/selinux-qemu: 2 files, 5 non-files, 329.2K 
xfce-base/xfce4-appfinder: 16 files, 21 non-files, 328.1K 
net-dns/libidn: 18 files, 8 non-files, 324.7K 
net-libs/libcloudproviders: 17 files, 12 non-files, 323.3K 
sys-apps/kmod: 29 files, 19 non-files, 323.1K 
dev-python/isodate: 73 files, 12 non-files, 322.3K 
dev-libs/xxhash: 14 files, 8 non-files, 321.3K 
dev-python/packaging: 49 files, 10 non-files, 320.8K 
dev-python/flit_core: 192 files, 52 non-files, 320.5K 
sys-auth/polkit-qt: 47 files, 13 non-files, 319.6K 
dev-util/ltrace: 8 files, 9 non-files, 318.8K 
dev-libs/geoip: 18 files, 12 non-files, 317.8K 
dev-python/keyring: 130 files, 21 non-files, 317.6K 
app-i18n/enca: 14 files, 11 non-files, 316.7K 
sys-apps/policycoreutils: 55 files, 26 non-files, 314.8K 
app-crypt/tpm2-abrmd: 17 files, 24 non-files, 313.7K 
media-libs/portaudio: 30 files, 8 non-files, 313.1K 
dev-libs/pugixml: 11 files, 9 non-files, 312.4K 
gnome-base/libgnomekbd: 32 files, 19 non-files, 312.0K 
sys-apps/usbutils: 9 files, 8 non-files, 310.1K 
dev-libs/newt: 18 files (17 unique), 14 non-files, 308.9K 
dev-libs/totem-pl-parser: 19 files, 14 non-files, 308.8K 
xfce-extra/xfce4-cpugraph-plugin: 10 files, 21 non-files, 306.9K 
xfce-extra/xfce4-whiskermenu-plugin: 16 files, 34 non-files, 306.3K 
sci-libs/arpack: 18 files, 10 non-files, 305.7K 
dev-perl/libwww-perl: 36 files, 20 non-files, 303.5K 
net-libs/libnet: 16 files, 9 non-files, 302.4K 
sys-apps/sysvinit: 58 files, 23 non-files, 299.4K 
media-sound/spek: 10 files, 22 non-files, 298.3K 
dev-qt/qtconcurrent: 32 files, 11 non-files, 298.2K 
dev-python/pycurl: 68 files, 13 non-files, 297.8K 
app-doc/eclass-manpages: 193 files, 5 non-files, 296.8K 
app-arch/dump: 44 files, 18 non-files, 295.3K 
dev-python/pyotherside: 3 files, 7 non-files, 294.7K 
dev-util/diffball: 42 files, 10 non-files, 294.5K 
app-misc/pax-utils: 13 files, 7 non-files, 293.1K 
sys-apps/less: 10 files, 9 non-files, 291.4K 
x11-misc/xdg-utils: 23 files, 9 non-files, 290.3K 
x11-libs/libvdpau: 11 files, 10 non-files, 287.4K 
media-sound/alsa-tools: 30 files, 16 non-files, 287.3K 
dev-python/rfc3986: 57 files, 10 non-files, 287.2K 
sys-apps/memtest86+: 6 files (4 unique), 9 non-files, 286.1K 
xfce-extra/xfce4-cpufreq-plugin: 10 files, 19 non-files, 286.0K 
dev-python/gast: 33 files, 10 non-files, 285.7K 
sec-policy/selinux-dbus: 2 files, 5 non-files, 283.3K 
dev-python/msgpack: 22 files, 10 non-files, 282.6K 
sys-fs/dosfstools: 20 files, 7 non-files, 279.5K 
sys-process/cronie: 28 files (26 unique), 24 non-files, 278.8K 
dev-libs/pkcs11-helper: 20 files, 11 non-files, 278.4K 
dev-libs/libebml: 38 files, 11 non-files, 276.6K 
dev-util/d-feet: 107 files (89 unique), 61 non-files, 275.9K 
dev-python/olefile: 15 files, 10 non-files, 275.5K 
app-arch/par2cmdline: 8 files, 7 non-files, 275.1K 
